child_name,filename,speaker,source,model_name,model_type,n_attested_nouns,tpr_the,tpr_a,tpr_overall,n_transitions_to_the,n_transitions_to_a,n_previous_a,n_previous_the,n_maintained,n_total
Becky,020419.cha,mother,human,Human,baseline,8,0.0,,0.0,0,0,3,0,3,3
Becky,020419.cha,other_adult,human,Human,baseline,8,,,,0,0,0,0,0,0
Becky,020816.cha,child,human,Human,baseline,16,0.5,,0.5,1,0,2,0,1,2
Becky,020816.cha,mother,human,Human,baseline,16,0.0,0.0,0.0,0,0,2,1,3,3
Becky,020816.cha,other_adult,human,Human,baseline,16,,,,0,0,0,0,0,0
Becky,020802.cha,child,human,Human,baseline,16,,0.0,0.0,0,0,0,2,2,2
Becky,020802.cha,mother,human,Human,baseline,16,0.5,0.0,0.25,1,0,2,2,3,4
Becky,020802.cha,other_adult,human,Human,baseline,16,,,,0,0,0,0,0,0
Becky,020619.cha,child,human,Human,baseline,13,1.0,,1.0,1,0,1,0,0,1
Becky,020619.cha,mother,human,Human,baseline,13,0.3333333333333333,,0.3333333333333333,1,0,3,0,2,3
Becky,020619.cha,other_adult,human,Human,baseline,13,,,,0,0,0,0,0,0
Becky,020508.cha,child,human,Human,baseline,10,,0.0,0.0,0,0,0,1,1,1
Becky,020508.cha,mother,human,Human,baseline,10,0.5,0.0,0.3333333333333333,1,0,2,1,2,3
Becky,020508.cha,other_adult,human,Human,baseline,10,,,,0,0,0,0,0,0
Becky,020124.cha,child,human,Human,baseline,1,,,,0,0,0,0,0,0
Becky,020124.cha,mother,human,Human,baseline,1,,,,0,0,0,0,0,0
Becky,020124.cha,other_adult,human,Human,baseline,1,,,,0,0,0,0,0,0
Becky,020130.cha,child,human,Human,baseline,3,0.0,0.0,0.0,0,0,5,1,6,6
Becky,020130.cha,mother,human,Human,baseline,3,0.0,0.0,0.0,0,0,4,2,6,6
Becky,020130.cha,other_adult,human,Human,baseline,3,,,,0,0,0,0,0,0
Becky,020327.cha,child,human,Human,baseline,7,0.0,1.0,0.5,0,2,2,2,2,4
Becky,020327.cha,mother,human,Human,baseline,7,0.0,0.0,0.0,0,0,3,1,4,4
Becky,020327.cha,other_adult,human,Human,baseline,7,,,,0,0,0,0,0,0
Becky,021011.cha,child,human,Human,baseline,19,1.0,0.3333333333333333,0.5,1,1,1,3,2,4
Becky,021011.cha,mother,human,Human,baseline,19,0.0,0.5,0.25,0,1,2,2,3,4
Becky,021011.cha,other_adult,human,Human,baseline,19,,,,0,0,0,0,0,0
Becky,020709.cha,child,human,Human,baseline,15,0.0,0.6,0.3333333333333333,0,3,4,5,6,9
Becky,020709.cha,mother,human,Human,baseline,15,0.16666666666666666,0.0,0.1111111111111111,1,0,6,3,8,9
Becky,020709.cha,other_adult,human,Human,baseline,15,,,,0,0,0,0,0,0
Becky,020906.cha,child,human,Human,baseline,18,0.16666666666666666,0.5,0.3,1,2,6,4,7,10
Becky,020906.cha,mother,human,Human,baseline,18,0.3333333333333333,0.25,0.2857142857142857,1,1,3,4,5,7
Becky,020906.cha,other_adult,human,Human,baseline,18,,,,0,0,0,0,0,0
Becky,021012.cha,child,human,Human,baseline,20,0.0,,0.0,0,0,4,0,4,4
Becky,021012.cha,mother,human,Human,baseline,20,0.0,0.0,0.0,0,0,2,1,3,3
Becky,021012.cha,other_adult,human,Human,baseline,20,,,,0,0,0,0,0,0
Becky,020913.cha,child,human,Human,baseline,18,0.0,0.5,0.3333333333333333,0,1,1,2,2,3
Becky,020913.cha,mother,human,Human,baseline,18,0.3333333333333333,,0.3333333333333333,1,0,3,0,2,3
Becky,020913.cha,other_adult,human,Human,baseline,18,,,,0,0,0,0,0,0
Becky,020320.cha,child,human,Human,baseline,6,0.5,0.5,0.5,1,2,2,4,3,6
Becky,020320.cha,mother,human,Human,baseline,6,0.0,0.0,0.0,0,0,4,1,5,5
Becky,020320.cha,other_adult,human,Human,baseline,6,,,,0,0,0,0,0,0
Becky,020726.cha,child,human,Human,baseline,16,0.0,,0.0,0,0,2,0,2,2
Becky,020726.cha,mother,human,Human,baseline,16,0.0,0.0,0.0,0,0,1,1,2,2
Becky,020726.cha,other_adult,human,Human,baseline,16,,,,0,0,0,0,0,0
Becky,020529.cha,child,human,Human,baseline,11,,0.0,0.0,0,0,0,1,1,1
Becky,020529.cha,mother,human,Human,baseline,11,0.0,,0.0,0,0,1,0,1,1
Becky,020529.cha,other_adult,human,Human,baseline,11,,,,0,0,0,0,0,0
Becky,020501.cha,child,human,Human,baseline,9,0.5,,0.5,1,0,2,0,1,2
Becky,020501.cha,mother,human,Human,baseline,9,1.0,1.0,1.0,1,1,1,1,0,2
Becky,020501.cha,other_adult,human,Human,baseline,9,,,,0,0,0,0,0,0
Becky,021025.cha,child,human,Human,baseline,20,0.0,1.0,0.5,0,1,1,1,1,2
Becky,021025.cha,mother,human,Human,baseline,20,0.5,,0.5,1,0,2,0,1,2
Becky,021025.cha,other_adult,human,Human,baseline,20,,,,0,0,0,0,0,0
Becky,020702.cha,child,human,Human,baseline,14,0.5,,0.5,1,0,2,0,1,2
Becky,020702.cha,mother,human,Human,baseline,14,0.25,0.0,0.16666666666666666,1,0,4,2,5,6
Becky,020702.cha,other_adult,human,Human,baseline,14,,,,0,0,0,0,0,0
Becky,020629.cha,child,human,Human,baseline,13,1.0,,1.0,1,0,1,0,0,1
Becky,020629.cha,mother,human,Human,baseline,13,0.3333333333333333,,0.3333333333333333,1,0,3,0,2,3
Becky,020629.cha,other_adult,human,Human,baseline,13,,,,0,0,0,0,0,0
Becky,020830.cha,child,human,Human,baseline,16,0.0,0.0,0.0,0,0,2,1,3,3
Becky,020830.cha,mother,human,Human,baseline,16,0.5,1.0,0.6666666666666666,2,2,4,2,2,6
Becky,020830.cha,other_adult,human,Human,baseline,16,,,,0,0,0,0,0,0
Becky,020014.cha,child,human,Human,baseline,1,,0.5,0.5,0,1,0,2,1,2
Becky,020014.cha,mother,human,Human,baseline,1,0.0,0.0,0.0,0,0,1,1,2,2
Becky,020014.cha,other_adult,human,Human,baseline,1,,,,0,0,0,0,0,0
Becky,020028.cha,child,human,Human,baseline,1,,,,0,0,0,0,0,0
Becky,020028.cha,mother,human,Human,baseline,1,,,,0,0,0,0,0,0
Becky,020028.cha,other_adult,human,Human,baseline,1,,,,0,0,0,0,0,0
Becky,021108.cha,child,human,Human,baseline,22,0.0,0.0,0.0,0,0,4,1,5,5
Becky,021108.cha,mother,human,Human,baseline,22,0.3333333333333333,1.0,0.5,1,1,3,1,2,4
Becky,021108.cha,other_adult,human,Human,baseline,22,,,,0,0,0,0,0,0
Becky,020215.cha,child,human,Human,baseline,3,,,,0,0,0,0,0,0
Becky,020215.cha,mother,human,Human,baseline,3,,,,0,0,0,0,0,0
Becky,020215.cha,other_adult,human,Human,baseline,3,,,,0,0,0,0,0,0
Becky,020605.cha,child,human,Human,baseline,12,0.5,,0.5,1,0,2,0,1,2
Becky,020605.cha,mother,human,Human,baseline,12,0.0,,0.0,0,0,2,0,2,2
Becky,020605.cha,other_adult,human,Human,baseline,12,,,,0,0,0,0,0,0
Liz,020230.cha,child,human,Human,baseline,1,0.0,0.0,0.0,0,0,1,1,2,2
Liz,020230.cha,mother,human,Human,baseline,1,1.0,0.0,0.5,1,0,1,1,1,2
Liz,020230.cha,other_adult,human,Human,baseline,1,,,,0,0,0,0,0,0
Liz,020828.cha,child,human,Human,baseline,9,,,,0,0,0,0,0,0
Liz,020828.cha,mother,human,Human,baseline,9,,0.0,0.0,0,0,0,1,1,1
Liz,020828.cha,other_adult,human,Human,baseline,9,,,,0,0,0,0,0,0
Liz,020814.cha,child,human,Human,baseline,9,,,,0,0,0,0,0,0
Liz,020814.cha,mother,human,Human,baseline,9,,,,0,0,0,0,0,0
Liz,020814.cha,other_adult,human,Human,baseline,9,,,,0,0,0,0,0,0
Liz,020800.cha,child,human,Human,baseline,9,0.3333333333333333,0.0,0.2,1,0,3,2,4,5
Liz,020800.cha,mother,human,Human,baseline,9,0.5,0.0,0.25,1,0,2,2,3,4
Liz,020800.cha,other_adult,human,Human,baseline,9,,,,0,0,0,0,0,0
Liz,020626.cha,child,human,Human,baseline,7,0.0,,0.0,0,0,1,0,1,1
Liz,020626.cha,mother,human,Human,baseline,7,1.0,,1.0,1,0,1,0,0,1
Liz,020626.cha,other_adult,human,Human,baseline,7,,,,0,0,0,0,0,0
Liz,020424.cha,child,human,Human,baseline,3,0.0,,0.0,0,0,1,0,1,1
Liz,020424.cha,mother,human,Human,baseline,3,1.0,1.0,1.0,1,1,1,1,0,2
Liz,020424.cha,other_adult,human,Human,baseline,3,,,,0,0,0,0,0,0
Liz,020327.cha,child,human,Human,baseline,1,,0.0,0.0,0,0,0,1,1,1
Liz,020327.cha,mother,human,Human,baseline,1,,0.0,0.0,0,0,0,1,1,1
Liz,020327.cha,other_adult,human,Human,baseline,1,,,,0,0,0,0,0,0
Liz,021011.cha,child,human,Human,baseline,16,,1.0,1.0,0,1,0,1,0,1
Liz,021011.cha,mother,human,Human,baseline,16,,0.5,0.5,0,1,0,2,1,2
Liz,021011.cha,other_adult,human,Human,baseline,16,,,,0,0,0,0,0,0
Liz,020904.cha,child,human,Human,baseline,14,0.42857142857142855,0.75,0.5454545454545454,3,3,7,4,5,11
Liz,020904.cha,mother,human,Human,baseline,14,0.14285714285714285,0.75,0.36363636363636365,1,3,7,4,7,11
Liz,020904.cha,other_adult,human,Human,baseline,14,,,,0,0,0,0,0,0
Liz,020522.cha,child,human,Human,baseline,7,,0.3333333333333333,0.3333333333333333,0,1,0,3,2,3
Liz,020522.cha,mother,human,Human,baseline,7,1.0,,1.0,2,0,2,0,0,2
Liz,020522.cha,other_adult,human,Human,baseline,7,,,,0,0,0,0,0,0
Liz,020703.cha,child,human,Human,baseline,8,1.0,,1.0,1,0,1,0,0,1
Liz,020703.cha,mother,human,Human,baseline,8,,0.0,0.0,0,0,0,1,1,1
Liz,020703.cha,other_adult,human,Human,baseline,8,,,,0,0,0,0,0,0
Liz,020918.cha,child,human,Human,baseline,14,0.0,,0.0,0,0,1,0,1,1
Liz,020918.cha,mother,human,Human,baseline,14,1.0,,1.0,1,0,1,0,0,1
Liz,020918.cha,other_adult,human,Human,baseline,14,,,,0,0,0,0,0,0
Liz,020515.cha,child,human,Human,baseline,6,0.0,,0.0,0,0,2,0,2,2
Liz,020515.cha,mother,human,Human,baseline,6,0.0,,0.0,0,0,3,0,3,3
Liz,020515.cha,other_adult,human,Human,baseline,6,,,,0,0,0,0,0,0
Liz,020501.cha,child,human,Human,baseline,6,0.0,0.0,0.0,0,0,3,2,5,5
Liz,020501.cha,mother,human,Human,baseline,6,0.5,,0.5,3,0,6,0,3,6
Liz,020501.cha,other_adult,human,Human,baseline,6,,,,0,0,0,0,0,0
Liz,021018.cha,child,human,Human,baseline,16,,,,0,0,0,0,0,0
Liz,021018.cha,mother,human,Human,baseline,16,,,,0,0,0,0,0,0
Liz,021018.cha,other_adult,human,Human,baseline,16,,,,0,0,0,0,0,0
Liz,020925.cha,child,human,Human,baseline,15,0.0,1.0,0.5,0,1,1,1,1,2
Liz,020925.cha,mother,human,Human,baseline,15,0.0,0.0,0.0,0,0,2,1,3,3
Liz,020925.cha,other_adult,human,Human,baseline,15,,,,0,0,0,0,0,0
Liz,020403.cha,child,human,Human,baseline,2,0.0,,0.0,0,0,1,0,1,1
Liz,020403.cha,mother,human,Human,baseline,2,0.5,,0.5,1,0,2,0,1,2
Liz,020403.cha,other_adult,human,Human,baseline,2,,,,0,0,0,0,0,0
Liz,020612.cha,child,human,Human,baseline,7,0.0,0.0,0.0,0,0,3,1,4,4
Liz,020612.cha,mother,human,Human,baseline,7,0.0,0.0,0.0,0,0,3,1,4,4
Liz,020612.cha,other_adult,human,Human,baseline,7,,,,0,0,0,0,0,0
Liz,020821.cha,child,human,Human,baseline,9,,0.0,0.0,0,0,0,1,1,1
Liz,020821.cha,mother,human,Human,baseline,9,,0.0,0.0,0,0,0,2,2,2
Liz,020821.cha,other_adult,human,Human,baseline,9,,,,0,0,0,0,0,0
Liz,020605.cha,child,human,Human,baseline,7,,1.0,1.0,0,1,0,1,0,1
Liz,020605.cha,mother,human,Human,baseline,7,0.5,1.0,0.6666666666666666,1,1,2,1,1,3
Liz,020605.cha,other_adult,human,Human,baseline,7,,,,0,0,0,0,0,0
Carl,020807.cha,child,human,Human,baseline,44,0.375,0.3333333333333333,0.36363636363636365,3,1,8,3,7,11
Carl,020807.cha,mother,human,Human,baseline,44,0.5,0.3333333333333333,0.4,2,2,4,6,6,10
Carl,020807.cha,other_adult,human,Human,baseline,44,,,,0,0,0,0,0,0
Carl,010913.cha,child,human,Human,baseline,13,0.16666666666666666,0.2777777777777778,0.25,1,5,6,18,18,24
Carl,010913.cha,mother,human,Human,baseline,13,0.36363636363636365,0.17647058823529413,0.25,4,3,11,17,21,28
Carl,010913.cha,other_adult,human,Human,baseline,13,,,,0,0,0,0,0,0
Carl,020026.cha,child,human,Human,baseline,26,0.42857142857142855,0.3333333333333333,0.38461538461538464,3,2,7,6,8,13
Carl,020026.cha,mother,human,Human,baseline,26,0.2857142857142857,0.2,0.25,2,1,7,5,9,12
Carl,020026.cha,other_adult,human,Human,baseline,26,,,,0,0,0,0,0,0
Carl,010928.cha,child,human,Human,baseline,15,0.0,0.25,0.1875,0,3,4,12,13,16
Carl,010928.cha,mother,human,Human,baseline,15,0.1111111111111111,0.0,0.05,1,0,9,11,19,20
Carl,010928.cha,other_adult,human,Human,baseline,15,,,,0,0,0,0,0,0
Carl,020801.cha,child,human,Human,baseline,43,0.14285714285714285,0.21428571428571427,0.19047619047619047,1,3,7,14,17,21
Carl,020801.cha,mother,human,Human,baseline,43,0.5555555555555556,0.25,0.38095238095238093,5,3,9,12,13,21
Carl,020801.cha,other_adult,human,Human,baseline,43,,,,0,0,0,0,0,0
Carl,020815.cha,child,human,Human,baseline,46,0.8333333333333334,0.09090909090909091,0.35294117647058826,5,1,6,11,11,17
Carl,020815.cha,mother,human,Human,baseline,46,0.375,0.25,0.3,3,3,8,12,14,20
Carl,020815.cha,other_adult,human,Human,baseline,46,,,,0,0,0,0,0,0
Carl,020222.cha,child,human,Human,baseline,29,0.5555555555555556,0.2857142857142857,0.4375,5,2,9,7,9,16
Carl,020222.cha,mother,human,Human,baseline,29,0.15384615384615385,0.2222222222222222,0.18181818181818182,2,2,13,9,18,22
